index,type,kendalltau,p-value
140001,DBPedia - TFCG,0.02545107534145648,*
140001,DBPedia - FFCG,0.06224080988636922,*
140001,TFCG - FFCG,0.10881132670062238,*
140002,DBPedia - TFCG,0.025450767813391582,*
140002,DBPedia - FFCG,0.06224172643199192,*
140002,TFCG - FFCG,0.10881131766379629,*
140003,DBPedia - TFCG,0.025445656758297602,*
140003,DBPedia - FFCG,0.06225174511245514,*
140003,TFCG - FFCG,0.10880384197606648,*
140004,DBPedia - TFCG,0.02544472564615264,*
140004,DBPedia - FFCG,0.06224135358012842,*
140004,TFCG - FFCG,0.10880359527777608,*
140005,DBPedia - TFCG,0.025436210006678638,*
140005,DBPedia - FFCG,0.062248057145943295,*
140005,TFCG - FFCG,0.10879563198311681,*
140006,DBPedia - TFCG,0.025435279063199288,*
140006,DBPedia - FFCG,0.06225807529294013,*
140006,TFCG - FFCG,0.1087933734772057,*
140007,DBPedia - TFCG,0.025430168540639553,*
140007,DBPedia - FFCG,0.062264778413486155,*
140007,TFCG - FFCG,0.10878847380843687,*
140008,DBPedia - TFCG,0.02542700223115021,*
140008,DBPedia - FFCG,0.062274796025693066,*
140008,TFCG - FFCG,0.10878333998060201,*
140009,DBPedia - TFCG,0.025426071466225324,*
140009,DBPedia - FFCG,0.06226797063878544,*
140009,TFCG - FFCG,0.10878350187278578,*
140010,DBPedia - TFCG,0.02542096131094984,*
140010,DBPedia - FFCG,0.0622648864196171,*
140010,TFCG - FFCG,0.10878449822457108,*
140011,DBPedia - TFCG,0.0254288807870441,*
140011,DBPedia - FFCG,0.06227490360633175,*
140011,TFCG - FFCG,0.10879336838087916,*
140012,DBPedia - TFCG,0.02543680006304259,*
140012,DBPedia - FFCG,0.06226451290324676,*
140012,TFCG - FFCG,0.10878320062577004,*
140013,DBPedia - TFCG,0.025435869196886004,*
140013,DBPedia - FFCG,0.062269412385883974,*
140013,TFCG - FFCG,0.10878226911925029,*
140014,DBPedia - TFCG,0.025434938358932038,*
140014,DBPedia - FFCG,0.06226842132255066,*
140014,TFCG - FFCG,0.10878250595606219,*
140015,DBPedia - TFCG,0.025434007549179388,*
140015,DBPedia - FFCG,0.062267430287077145,*
140015,TFCG - FFCG,0.10878274278582967,*
140016,DBPedia - TFCG,0.02543163931740566,*
