index,type,kendalltau,p-value
380001,DBPedia - TFCG,0.004498256253076932,*
380001,DBPedia - FFCG,-0.00675842174030823,*
380001,TFCG - FFCG,0.12080483308901331,*
380002,DBPedia - TFCG,0.004498421898483499,*
380002,DBPedia - FFCG,-0.006752541260969228,*
380002,TFCG - FFCG,0.12080435939700249,*
380003,DBPedia - TFCG,0.004498587541930829,*
380003,DBPedia - FFCG,-0.006750662038375134,*
380003,TFCG - FFCG,0.1208043601819119,*
380004,DBPedia - TFCG,0.004492755134452662,*
380004,DBPedia - FFCG,-0.006749690079216043,*
380004,TFCG - FFCG,0.12080282460989036,*
380005,DBPedia - TFCG,0.004492920809426878,*
380005,DBPedia - FFCG,-0.006747810896198082,*
380005,TFCG - FFCG,0.1208028254161431,*
380006,DBPedia - TFCG,0.004493086482441536,*
380006,DBPedia - FFCG,-0.0067459317357776395,*
380006,TFCG - FFCG,0.12080282622238811,*
380007,DBPedia - TFCG,0.00449325215349667,*
380007,DBPedia - FFCG,-0.00674405259795431,*
380007,TFCG - FFCG,0.12080282702862542,*
380008,DBPedia - TFCG,0.004498420753664323,*
380008,DBPedia - FFCG,-0.006739449634699477,*
380008,TFCG - FFCG,0.12080611379821583,*
380009,DBPedia - TFCG,0.004502308596957637,*
380009,DBPedia - FFCG,-0.006735897530317846,*
380009,TFCG - FFCG,0.12080790017634303,*
380010,DBPedia - TFCG,0.004507312269694142,*
380010,DBPedia - FFCG,-0.006734018486692818,*
380010,TFCG - FFCG,0.12080903987723696,*
380011,DBPedia - TFCG,0.004507477852485123,*
380011,DBPedia - FFCG,-0.006732139465663001,*
380011,TFCG - FFCG,0.12080904067470026,*
380012,DBPedia - TFCG,0.004513193486094616,*
380012,DBPedia - FFCG,-0.006728480667118554,*
380012,TFCG - FFCG,0.1208118217148403,*
380013,DBPedia - TFCG,0.0045133590320778705,*
380013,DBPedia - FFCG,-0.006726601701953822,*
380013,TFCG - FFCG,0.12081182251013411,*
380014,DBPedia - TFCG,0.004513524576103185,*
380014,DBPedia - FFCG,-0.006726614383794203,*
380014,TFCG - FFCG,0.12081195511868781,*
380015,DBPedia - TFCG,0.004513690118170593,*
380015,DBPedia - FFCG,-0.006724735452163893,*
380015,TFCG - FFCG,0.12081195591235432,*
380016,DBPedia - TFCG,0.004517089847427417,*
380016,DBPedia - FFCG,-0.006722856543126821,*
380016,TFCG - FFCG,0.12081265125742624,*
380017,DBPedia - TFCG,0.004517255366389372,*
380017,DBPedia - FFCG,-0.00671705199327043,*
380017,TFCG - FFCG,0.12081220146744087,*
380018,DBPedia - TFCG,0.0045174208833937525,*
380018,DBPedia - FFCG,-0.006715173153018345,*
380018,TFCG - FFCG,0.12081220225796974,*
380019,DBPedia - TFCG,0.004522158545079068,*
380019,DBPedia - FFCG,-0.006713294335358016,*
380019,TFCG - FFCG,0.12081325197617157,*
380020,DBPedia - TFCG,0.004522324031057331,*
380020,DBPedia - FFCG,-0.006711415540289033,*
380020,TFCG - FFCG,0.12081325276007823,*
380021,DBPedia - TFCG,0.004522489515078442,*
380021,DBPedia - FFCG,-0.006709536767810987,*
380021,TFCG - FFCG,0.12081325354397744,*
380022,DBPedia - TFCG,0.004522654997142436,*
380022,DBPedia - FFCG,-0.006707658017923468,*
380022,TFCG - FFCG,0.12081325432786916,*
380023,DBPedia - TFCG,0.004522820477249351,*
380023,DBPedia - FFCG,-0.006705779290626069,*
380023,TFCG - FFCG,0.12081325511175342,*
380024,DBPedia - TFCG,0.00452298595539922,*
380024,DBPedia - FFCG,-0.006703900585918381,*
380024,TFCG - FFCG,0.1208132558956302,*
380025,DBPedia - TFCG,0.004519268745330837,*
380025,DBPedia - FFCG,-0.006699723376362284,*
380025,TFCG - FFCG,0.12081029931377399,*
380026,DBPedia - TFCG,0.004519434242560219,*
380026,DBPedia - FFCG,-0.006697844730650976,*
380026,TFCG - FFCG,0.12081030009718804,*
380027,DBPedia - TFCG,0.004519599737832383,*
380027,DBPedia - FFCG,-0.006694754708066212,*
380027,TFCG - FFCG,0.12081017140856086,*
380028,DBPedia - TFCG,0.004519765231147364,*
380028,DBPedia - FFCG,-0.006692876114806208,*
380028,TFCG - FFCG,0.12081017219177266,*
380029,DBPedia - TFCG,0.004519930722505197,*
380029,DBPedia - FFCG,-0.006690997544133673,*
380029,TFCG - FFCG,0.12081017297497701,*
380030,DBPedia - TFCG,0.004523255721890955,*
380030,DBPedia - FFCG,-0.006689118996048197,*
380030,TFCG - FFCG,0.12081086362276129,*
380031,DBPedia - TFCG,0.0045234211905845955,*
380031,DBPedia - FFCG,-0.006687240470549372,*
380031,TFCG - FFCG,0.12081086440129965,*
380032,DBPedia - TFCG,0.004523586657321411,*
380032,DBPedia - FFCG,-0.0066853619676367874,*
380032,TFCG - FFCG,0.12081086517983061,*
380033,DBPedia - TFCG,0.004523752122101441,*
380033,DBPedia - FFCG,-0.006683483487310037,*
380033,TFCG - FFCG,0.12081086595835414,*
380034,DBPedia - TFCG,0.004526037433296871,*
380034,DBPedia - FFCG,-0.006681605029568711,*
380034,TFCG - FFCG,0.12081131398763692,*
380035,DBPedia - TFCG,0.004529740259796901,*
380035,DBPedia - FFCG,-0.006679726594412402,*
380035,TFCG - FFCG,0.1208120689273121,*
380036,DBPedia - TFCG,0.004529905685133631,*
380036,DBPedia - FFCG,-0.0066778481818407,*
380036,TFCG - FFCG,0.12081206969748341,*
380037,DBPedia - TFCG,0.0045300711085141075,*
380037,DBPedia - FFCG,-0.006675969791853196,*
380037,TFCG - FFCG,0.12081207046764743,*
380038,DBPedia - TFCG,0.004530236529938364,*
380038,DBPedia - FFCG,-0.006673372406599054,*
380038,TFCG - FFCG,0.1208119291075316,*
380039,DBPedia - TFCG,0.004530401949406437,*
380039,DBPedia - FFCG,-0.006671494066086892,*
380039,TFCG - FFCG,0.12081192987756252,*
380040,DBPedia - TFCG,0.00453056736691836,*
380040,DBPedia - FFCG,-0.006669615748157678,*
380040,TFCG - FFCG,0.12081193064758614,*
380041,DBPedia - TFCG,0.00453175477774793,*
380041,DBPedia - FFCG,-0.006667737452811005,*
380041,TFCG - FFCG,0.12081223861876784,*
380042,DBPedia - TFCG,0.0045293827881945845,*
380042,DBPedia - FFCG,-0.0066661936679435485,*
380042,TFCG - FFCG,0.12081150970628862,*
380043,DBPedia - TFCG,0.004529548208744031,*
380043,DBPedia - FFCG,-0.00666431541569868,*
380043,TFCG - FFCG,0.12081151049068811,*
380044,DBPedia - TFCG,0.004529713627337358,*
380044,DBPedia - FFCG,-0.006662437186035178,*
380044,TFCG - FFCG,0.12081151127508014,*
380045,DBPedia - TFCG,0.0045327901078334116,*
380045,DBPedia - FFCG,-0.006660558978952636,*
380045,TFCG - FFCG,0.1208121823581644,*
380046,DBPedia - TFCG,0.004538504436729585,*
380046,DBPedia - FFCG,-0.006658680794450644,*
380046,TFCG - FFCG,0.12081334647641374,*
380047,DBPedia - TFCG,0.004538669799301138,*
380047,DBPedia - FFCG,-0.006656802632528796,*
380047,TFCG - FFCG,0.12081334724901069,*
380048,DBPedia - TFCG,0.004538835159917299,*
380048,DBPedia - FFCG,-0.0066549244931866786,*
380048,TFCG - FFCG,0.12081334802160025,*
380049,DBPedia - TFCG,0.004539562884838288,*
380049,DBPedia - FFCG,-0.006653046376423888,*
