index,type,kendalltau,p-value
520001,DBPedia - TFCG,0.0001494764344721672,!
520001,DBPedia - FFCG,-0.012776723867400166,*
520001,TFCG - FFCG,0.12419084800847914,*
520002,DBPedia - TFCG,0.00015305004007513929,!
520002,DBPedia - FFCG,-0.012778538341422825,*
520002,TFCG - FFCG,0.12418897740030568,*
520003,DBPedia - TFCG,0.00015608826818445384,!
520003,DBPedia - FFCG,-0.01278035280089404,*
520003,TFCG - FFCG,0.12418741661012296,*
520004,DBPedia - TFCG,0.00015726727982004422,!
520004,DBPedia - FFCG,-0.012779309448726814,*
520004,TFCG - FFCG,0.1241876501152101,*
520005,DBPedia - TFCG,0.00016084080713524654,!
520005,DBPedia - FFCG,-0.012778266105347704,*
520005,TFCG - FFCG,0.12418814580308637,*
520006,DBPedia - TFCG,0.00015976482482598194,!
520006,DBPedia - FFCG,-0.012781148440033111,*
520006,TFCG - FFCG,0.12418868053909406,*
520007,DBPedia - TFCG,0.0001609438062443374,!
520007,DBPedia - FFCG,-0.012781884971551385,*
520007,TFCG - FFCG,0.12418843085691769,*
520008,DBPedia - TFCG,0.00016212277778157727,!
520008,DBPedia - FFCG,-0.012777584117568458,*
520008,TFCG - FFCG,0.12418906028718817,*
520009,DBPedia - TFCG,0.00016044247313704032,!
520009,DBPedia - FFCG,-0.01277710788188451,*
520009,TFCG - FFCG,0.12418887308573244,*
520010,DBPedia - TFCG,0.0001639293758524664,!
520010,DBPedia - FFCG,-0.012778922294381717,*
520010,TFCG - FFCG,0.12418705492182636,*
520011,DBPedia - TFCG,0.00016224907782694202,!
520011,DBPedia - FFCG,-0.01278073669232837,*
520011,TFCG - FFCG,0.12418771568723748,*
520012,DBPedia - TFCG,0.00016342802427690806,!
520012,DBPedia - FFCG,-0.012782551075724636,*
520012,TFCG - FFCG,0.12418711590405979,*
520013,DBPedia - TFCG,0.0001664660812597059,!
520013,DBPedia - FFCG,-0.01278674314591282,*
520013,TFCG - FFCG,0.12418368929000245,*
520014,DBPedia - TFCG,0.00016379630824374595,!
520014,DBPedia - FFCG,-0.012788557490162132,*
520014,TFCG - FFCG,0.1241847000757668,*
520015,DBPedia - TFCG,0.00016559167695892295,!
520015,DBPedia - FFCG,-0.012790371819861658,*
520015,TFCG - FFCG,0.12418378383009063,*
520016,DBPedia - TFCG,0.0001618325835502799,!
520016,DBPedia - FFCG,-0.012794138982099745,*
520016,TFCG - FFCG,0.12418662337966192,*
520017,DBPedia - TFCG,0.00016406854714159802,!
520017,DBPedia - FFCG,-0.012795953274658753,*
520017,TFCG - FFCG,0.12418549290990946,*
520018,DBPedia - TFCG,0.00016238829729902404,!
520018,DBPedia - FFCG,-0.012799720383432552,*
