index,type,kendalltau,p-value
100001,DBPedia - TFCG,0.018563929794528557,*
100001,DBPedia - FFCG,-0.022775934331778398,*
100001,TFCG - FFCG,0.1304484789536891,*
100002,DBPedia - TFCG,0.01857369196761503,*
100002,DBPedia - FFCG,-0.02277216796375671,*
100002,TFCG - FFCG,0.13044925105004798,*
100003,DBPedia - TFCG,0.018564434227910744,*
100003,DBPedia - FFCG,-0.022771854844459677,*
100003,TFCG - FFCG,0.13044936559339662,*
100004,DBPedia - TFCG,0.018549332736498073,*
100004,DBPedia - FFCG,-0.022787516211128553,*
100004,TFCG - FFCG,0.13045733931742573,*
100005,DBPedia - TFCG,0.018559094541890038,*
100005,DBPedia - FFCG,-0.022783749828514107,*
100005,TFCG - FFCG,0.13045811155528814,*
100006,DBPedia - TFCG,0.018537519600694944,*
100006,DBPedia - FFCG,-0.02279941009398776,*
100006,TFCG - FFCG,0.1304691714687185,*
100007,DBPedia - TFCG,0.018515945757278742,*
100007,DBPedia - FFCG,-0.022797153336436185,*
100007,TFCG - FFCG,0.13046575494563364,*
100008,DBPedia - TFCG,0.018500847002990532,*
100008,DBPedia - FFCG,-0.02281787771014101,*
100008,TFCG - FFCG,0.130475789634654,*
100009,DBPedia - TFCG,0.018479275174157678,*
100009,DBPedia - FFCG,-0.022838601024868732,*
100009,TFCG - FFCG,0.13049047379971557,*
100010,DBPedia - TFCG,0.018482509838079014,*
100010,DBPedia - FFCG,-0.02283262675974548,*
100010,TFCG - FFCG,0.13049140679249577,*
100011,DBPedia - TFCG,0.018467413060243038,*
100011,DBPedia - FFCG,-0.02284828377726964,*
100011,TFCG - FFCG,0.13049937894655855,*
100012,DBPedia - TFCG,0.018452317030923954,*
100012,DBPedia - FFCG,-0.02285810188057399,*
100012,TFCG - FFCG,0.13050455152612414,*
100013,DBPedia - TFCG,0.018462079399444928,*
100013,DBPedia - FFCG,-0.02285433441785477,*
100013,TFCG - FFCG,0.13050532353497524,*
100014,DBPedia - TFCG,0.01847355752045347,*
100014,DBPedia - FFCG,-0.022858302358688718,*
100014,TFCG - FFCG,0.13050284478704588,*
100015,DBPedia - TFCG,0.018483318815501543,*
100015,DBPedia - FFCG,-0.022854535082696373,*
100015,TFCG - FFCG,0.13050361655874776,*
100016,DBPedia - TFCG,0.018503796575446912,*
100016,DBPedia - FFCG,-0.022839887174946994,*
100016,TFCG - FFCG,0.1305125778355289,*
100017,DBPedia - TFCG,0.018482229113607203,*
100017,DBPedia - FFCG,-0.02286060564997602,*
100017,TFCG - FFCG,0.13052726024672645,*
100018,DBPedia - TFCG,0.018491989415107348,*
100018,DBPedia - FFCG,-0.02285683860502016,*
100018,TFCG - FFCG,0.13052803183466363,*
100019,DBPedia - TFCG,0.01850174920368653,*
100019,DBPedia - FFCG,-0.02285307175730274,*
100019,TFCG - FFCG,0.1305288033905263,*
100020,DBPedia - TFCG,0.018511508479386,*
100020,DBPedia - FFCG,-0.022849305106807927,*
100020,TFCG - FFCG,0.1305295749143164,*
100021,DBPedia - TFCG,0.018502256601319968,*
100021,DBPedia - FFCG,-0.022870021185924207,*
100021,TFCG - FFCG,0.13053504042757627,*
100022,DBPedia - TFCG,0.01848069197796158,*
100022,DBPedia - FFCG,-0.022890736206817947,*
100022,TFCG - FFCG,0.1305497214574447,*
100023,DBPedia - TFCG,0.018490451049748197,*
100023,DBPedia - FFCG,-0.02288696886201067,*
100023,TFCG - FFCG,0.13055049287138284,*
100024,DBPedia - TFCG,0.01847535914458514,*
100024,DBPedia - FFCG,-0.022896782930737013,*
100024,TFCG - FFCG,0.1305556648711799,*
100025,DBPedia - TFCG,0.01847304887659281,*
100025,DBPedia - FFCG,-0.02291243267965194,*
100025,TFCG - FFCG,0.13055620246805402,*
100026,DBPedia - TFCG,0.018451487191637094,*
100026,DBPedia - FFCG,-0.02292808164406562,*
100026,TFCG - FFCG,0.13056725762348625,*
100027,DBPedia - TFCG,0.01846124603263678,*
100027,DBPedia - FFCG,-0.022924313703377303,*
100027,TFCG - FFCG,0.13056802917008714,*
100028,DBPedia - TFCG,0.018467770950713804,*
100028,DBPedia - FFCG,-0.0229341258306244,*
100028,TFCG - FFCG,0.1305649942954699,*
100029,DBPedia - TFCG,0.018458522088721334,*
100029,DBPedia - FFCG,-0.022957188890046092,*
100029,TFCG - FFCG,0.1305706293924313,*
100030,DBPedia - TFCG,0.01844343328913463,*
100030,DBPedia - FFCG,-0.022949360202847196,*
100030,TFCG - FFCG,0.1305650102539228,*
100031,DBPedia - TFCG,0.01846061410136463,*
100031,DBPedia - FFCG,-0.02294710088736996,*
100031,TFCG - FFCG,0.13056477657681276,*
100032,DBPedia - TFCG,0.018470371436199794,*
100032,DBPedia - FFCG,-0.022943332934580337,*
100032,TFCG - FFCG,0.13056554798530015,*
100033,DBPedia - TFCG,0.018448813713087982,*
100033,DBPedia - FFCG,-0.022964040200220835,*
100033,TFCG - FFCG,0.13058022644351677,*
100034,DBPedia - TFCG,0.018458570852874223,*
100034,DBPedia - FFCG,-0.02294334702887617,*
100034,TFCG - FFCG,0.1305857727505211,*
100035,DBPedia - TFCG,0.0184370145434541,*
100035,DBPedia - FFCG,-0.022953156880815655,*
100035,TFCG - FFCG,0.13059231738644078,*
100036,DBPedia - TFCG,0.018446771488179584,*
100036,DBPedia - FFCG,-0.02293666698449737,*
100036,TFCG - FFCG,0.1305965289618878,*
100037,DBPedia - TFCG,0.01843168570104483,*
100037,DBPedia - FFCG,-0.02295954042228546,*
100037,TFCG - FFCG,0.1306072390552873,*
100038,DBPedia - TFCG,0.01841013172062972,*
100038,DBPedia - FFCG,-0.02297518331726557,*
100038,TFCG - FFCG,0.13061829136601644,*
100039,DBPedia - TFCG,0.018419888624116355,*
100039,DBPedia - FFCG,-0.02297141530529483,*
100039,TFCG - FFCG,0.13061906226845718,*
100040,DBPedia - TFCG,0.018429645015120483,*
100040,DBPedia - FFCG,-0.022967647490514956,*
100040,TFCG - FFCG,0.13061983313886072,*
100041,DBPedia - TFCG,0.018414561198537835,*
100041,DBPedia - FFCG,-0.02298834983253999,*
100041,TFCG - FFCG,0.13062986057012296,*
100042,DBPedia - TFCG,0.018393009864011746,*
100042,DBPedia - FFCG,-0.022998156767401187,*
100042,TFCG - FFCG,0.13063640351768985,*
100043,DBPedia - TFCG,0.018412995911640834,*
100043,DBPedia - FFCG,-0.02299438854226434,*
100043,TFCG - FFCG,0.13063735158577786,*
100044,DBPedia - TFCG,0.018422751477184796,*
100044,DBPedia - FFCG,-0.02298656169432464,*
100044,TFCG - FFCG,0.13063894798431738,*
100045,DBPedia - TFCG,0.018432506530379263,*
100045,DBPedia - FFCG,-0.022976571469532327,*
100045,TFCG - FFCG,0.13064113783161374,*
100046,DBPedia - TFCG,0.018435739357319143,*
100046,DBPedia - FFCG,-0.022997270898303578,*
100046,TFCG - FFCG,0.13063648797067529,*
100047,DBPedia - TFCG,0.01844549355853876,*
100047,DBPedia - FFCG,-0.022993503084413433,*
100047,TFCG - FFCG,0.1306372588845838,*
100048,DBPedia - TFCG,0.01845524724752092,*
100048,DBPedia - FFCG,-0.022989735467665206,*
100048,TFCG - FFCG,0.13063802976645836,*
