index,type,kendalltau,p-value
460001,DBPedia - TFCG,0.008544788498694583,*
460001,DBPedia - FFCG,-0.016886772444294373,*
460001,TFCG - FFCG,0.12338709554311897,*
460002,DBPedia - TFCG,0.008548229446636484,*
460002,DBPedia - FFCG,-0.01688620871722268,*
460002,TFCG - FFCG,0.12338712706617684,*
460003,DBPedia - TFCG,0.008543871258975719,*
460003,DBPedia - FFCG,-0.016886118582057335,*
460003,TFCG - FFCG,0.12338675950161204,*
460004,DBPedia - TFCG,0.008539513112076574,*
460004,DBPedia - FFCG,-0.01688940105775072,*
460004,TFCG - FFCG,0.12338920735445473,*
460005,DBPedia - TFCG,0.008543371534464574,*
460005,DBPedia - FFCG,-0.016887709887237423,*
460005,TFCG - FFCG,0.12339013431585365,*
460006,DBPedia - TFCG,0.008544659786857606,*
460006,DBPedia - FFCG,-0.01688976327339442,*
460006,TFCG - FFCG,0.1233894642198342,*
460007,DBPedia - TFCG,0.008548898600204573,*
460007,DBPedia - FFCG,-0.0168853143203566,*
460007,TFCG - FFCG,0.123392601978191,*
460008,DBPedia - TFCG,0.00854454051385288,*
460008,DBPedia - FFCG,-0.016889617750282186,*
460008,TFCG - FFCG,0.12339581569179547,*
460009,DBPedia - TFCG,0.008543990486916392,*
460009,DBPedia - FFCG,-0.016889527600983823,*
460009,TFCG - FFCG,0.12339588852910524,*
460010,DBPedia - TFCG,0.008539060143300668,*
460010,DBPedia - FFCG,-0.016893830970007045,*
460010,TFCG - FFCG,0.12339949558898343,*
460011,DBPedia - TFCG,0.008543018489896656,*
460011,DBPedia - FFCG,-0.016893267232377576,*
460011,TFCG - FFCG,0.12339950976387361,*
460012,DBPedia - TFCG,0.008543610167174321,*
460012,DBPedia - FFCG,-0.016894087233148627,*
460012,TFCG - FFCG,0.12339947744922172,*
460013,DBPedia - TFCG,0.008540497099445482,*
460013,DBPedia - FFCG,-0.016893997063947758,*
460013,TFCG - FFCG,0.12339936066008134,*
460014,DBPedia - TFCG,0.008541785316131876,*
460014,DBPedia - FFCG,-0.016893433333376232,*
460014,TFCG - FFCG,0.12339946981315428,*
460015,DBPedia - TFCG,0.008544569142887792,*
460015,DBPedia - FFCG,-0.016891880906468214,*
460015,TFCG - FFCG,0.1233999937220292,*
460016,DBPedia - TFCG,0.008546571963365272,*
460016,DBPedia - FFCG,-0.01689393417462058,*
460016,TFCG - FFCG,0.12339896073238898,*
460017,DBPedia - TFCG,0.00854602194774765,*
460017,DBPedia - FFCG,-0.016888974808701857,*
460017,TFCG - FFCG,0.1233979368416541,*
460018,DBPedia - TFCG,0.008544026476451883,*
460018,DBPedia - FFCG,-0.016892257051003633,*
460018,TFCG - FFCG,0.1233990055954727,*
460019,DBPedia - TFCG,0.008543476477944727,*
460019,DBPedia - FFCG,-0.01688729774050961,*
460019,TFCG - FFCG,0.12339798172217716,*
460020,DBPedia - TFCG,0.0085429264846087,*
460020,DBPedia - FFCG,-0.016886734058091837,*
460020,TFCG - FFCG,0.12339798889025134,*
460021,DBPedia - TFCG,0.008539813537976294,*
460021,DBPedia - FFCG,-0.016890016263462062,*
460021,TFCG - FFCG,0.12339977178587638,*
460022,DBPedia - TFCG,0.008539263566906296,*
460022,DBPedia - FFCG,-0.016889452573167874,*
460022,TFCG - FFCG,0.12339977895497074,*
460023,DBPedia - TFCG,0.008538713601007095,*
460023,DBPedia - FFCG,-0.016892734734873686,*
460023,TFCG - FFCG,0.12339992246065955,*
460024,DBPedia - TFCG,0.008534355892533273,*
460024,DBPedia - FFCG,-0.01689703780092103,*
460024,TFCG - FFCG,0.12340313604469963,*
460025,DBPedia - TFCG,0.008532360541584995,*
460025,DBPedia - FFCG,-0.016897857732613413,*
460025,TFCG - FFCG,0.12340351220155575,*
460026,DBPedia - TFCG,0.008532480104104494,*
460026,DBPedia - FFCG,-0.016894190886681336,*
460026,TFCG - FFCG,0.12340335704352312,*
460027,DBPedia - TFCG,0.008533456004147117,*
460027,DBPedia - FFCG,-0.016890327994041433,*
460027,TFCG - FFCG,0.12340384533243912,*
460028,DBPedia - TFCG,0.008534431894731503,*
460028,DBPedia - FFCG,-0.016886465139257113,*
460028,TFCG - FFCG,0.12340433361690444,*
460029,DBPedia - TFCG,0.008535023564801243,*
460029,DBPedia - FFCG,-0.016882484801161734,*
460029,TFCG - FFCG,0.12340451725498126,*
460030,DBPedia - TFCG,0.00853854351725273,*
460030,DBPedia - FFCG,-0.016884537974305943,*
460030,TFCG - FFCG,0.12340271275465893,*
460031,DBPedia - TFCG,0.00854234987530179,*
460031,DBPedia - FFCG,-0.016888840934053666,*
460031,TFCG - FFCG,0.1233989292187965,*
460032,DBPedia - TFCG,0.008545928796272759,*
460032,DBPedia - FFCG,-0.016886987516571934,*
460032,TFCG - FFCG,0.1233998665079865,*
460033,DBPedia - TFCG,0.008543933467506468,*
460033,DBPedia - FFCG,-0.016890269532022537,*
460033,TFCG - FFCG,0.12340093525922761,*
460034,DBPedia - TFCG,0.008545221543776895,*
460034,DBPedia - FFCG,-0.016891089459019997,*
460034,TFCG - FFCG,0.12340064777085513,*
460035,DBPedia - TFCG,0.008548850249950904,*
460035,DBPedia - FFCG,-0.016891909378444245,*
460035,TFCG - FFCG,0.12339971215394113,*
460036,DBPedia - TFCG,0.008551128873433116,*
460036,DBPedia - FFCG,-0.016890055980497764,*
460036,TFCG - FFCG,0.12340026588735128,*
460037,DBPedia - TFCG,0.00855241689601673,*
460037,DBPedia - FFCG,-0.016894791401339204,*
460037,TFCG - FFCG,0.12339847667942797,*
460038,DBPedia - TFCG,0.00854930415931026,*
460038,DBPedia - FFCG,-0.016890811191938044,*
460038,TFCG - FFCG,0.12339576497986358,*
460039,DBPedia - TFCG,0.008552639326173617,*
460039,DBPedia - FFCG,-0.0168916310965758,*
460039,TFCG - FFCG,0.12339487660605483,*
460040,DBPedia - TFCG,0.008556877429891958,*
460040,DBPedia - FFCG,-0.016890215741000535,*
460040,TFCG - FFCG,0.12339562765739567,*
460041,DBPedia - TFCG,0.008556327428181276,*
460041,DBPedia - FFCG,-0.016893497616054052,*
460041,TFCG - FFCG,0.1233957712290522,*
460042,DBPedia - TFCG,0.008553214732874992,*
460042,DBPedia - FFCG,-0.01689555062052062,*
460042,TFCG - FFCG,0.1233969201602639,*
460043,DBPedia - TFCG,0.008555493258698844,*
460043,DBPedia - FFCG,-0.016893697266321683,*
460043,TFCG - FFCG,0.12339747388213339,*
460044,DBPedia - TFCG,0.008552380596608417,*
460044,DBPedia - FFCG,-0.01689799991598993,*
460044,TFCG - FFCG,0.1233997019689816,*
460045,DBPedia - TFCG,0.008549267962897948,*
460045,DBPedia - FFCG,-0.016898819763759017,*
460045,TFCG - FFCG,0.1234001560673894,*
460046,DBPedia - TFCG,0.008553073995271082,*
460046,DBPedia - FFCG,-0.016902101521702267,*
460046,TFCG - FFCG,0.12339721999974498,*
460047,DBPedia - TFCG,0.00854996138777385,*
460047,DBPedia - FFCG,-0.01690538324930911,*
460047,TFCG - FFCG,0.12339900280267398,*
460048,DBPedia - TFCG,0.008547966181598013,*
460048,DBPedia - FFCG,-0.01690866494657998,*
460048,TFCG - FFCG,0.12340007150356168,*
460049,DBPedia - TFCG,0.008545970994308098,*
460049,DBPedia - FFCG,-0.016911946613515298,*
460049,TFCG - FFCG,0.12340114019554352,*
460050,DBPedia - TFCG,0.008543975825903827,*
460050,DBPedia - FFCG,-0.016912766377570346,*
460050,TFCG - FFCG,0.12340151634492656,*
460051,DBPedia - TFCG,0.008547781793996373,*
460051,DBPedia - FFCG,-0.01691358613405417,*
460051,TFCG - FFCG,0.12340055373045238,*
460052,DBPedia - TFCG,0.008549784253991239,*
460052,DBPedia - FFCG,-0.016917888529640587,*
460052,TFCG - FFCG,0.12339836011520305,*
460053,DBPedia - TFCG,0.00855282248724158,*
460053,DBPedia - FFCG,-0.016922190884571482,*
460053,TFCG - FFCG,0.12339525087052623,*
460054,DBPedia - TFCG,0.008549709984643113,*
460054,DBPedia - FFCG,-0.016925472412151383,*
460054,TFCG - FFCG,0.12339703362221517,*
460055,DBPedia - TFCG,0.008551285106212817,*
460055,DBPedia - FFCG,-0.01692106005022006,*
460055,TFCG - FFCG,0.12339794204734816,*
460056,DBPedia - TFCG,0.00854817264000261,*
460056,DBPedia - FFCG,-0.01692536232865305,*
460056,TFCG - FFCG,0.12340017006927388,*
460057,DBPedia - TFCG,0.008550586564011678,*
460057,DBPedia - FFCG,-0.01692122288394863,*
460057,TFCG - FFCG,0.12340166423609066,*
460058,DBPedia - TFCG,0.008547474130341761,*
460058,DBPedia - FFCG,-0.016924504352848722,*
460058,TFCG - FFCG,0.12340344694835922,*
460059,DBPedia - TFCG,0.008546924218881152,*
460059,DBPedia - FFCG,-0.016927785791416593,*
460059,TFCG - FFCG,0.12340359046944076,*
460060,DBPedia - TFCG,0.008547899893970149,*
460060,DBPedia - FFCG,-0.016923923334436323,*
460060,TFCG - FFCG,0.12340407863911673,*
460061,DBPedia - TFCG,0.00855017825074335,*
460061,DBPedia - FFCG,-0.016922069997631694,*
460061,TFCG - FFCG,0.12340463233514873,*
460062,DBPedia - TFCG,0.00855188187977208,*
460062,DBPedia - FFCG,-0.01691963826225411,*
460062,TFCG - FFCG,0.12340513423614471,*
460063,DBPedia - TFCG,0.008551331958100433,*
460063,DBPedia - FFCG,-0.016916379116591527,*
460063,TFCG - FFCG,0.123404500943356,*
460064,DBPedia - TFCG,0.008548219609757076,*
460064,DBPedia - FFCG,-0.016920681251114695,*
460064,TFCG - FFCG,0.12340672891293161,*
460065,DBPedia - TFCG,0.008543862707313296,*
460065,DBPedia - FFCG,-0.016922733904795904,*
460065,TFCG - FFCG,0.1234081791904254,*
460066,DBPedia - TFCG,0.0085448383691766,*
460066,DBPedia - FFCG,-0.016918871583875283,*
460066,TFCG - FFCG,0.12340866733019037,*
460067,DBPedia - TFCG,0.008549324650444744,*
460067,DBPedia - FFCG,-0.01691423398785477,*
460067,TFCG - FFCG,0.12341213173601236,*
460068,DBPedia - TFCG,0.008551422936859721,*
460068,DBPedia - FFCG,-0.016917515330963976,*
460068,TFCG - FFCG,0.1234104864733528,*
460069,DBPedia - TFCG,0.008552398547723378,*
460069,DBPedia - FFCG,-0.01691365309118872,*
460069,TFCG - FFCG,0.12341097459351734,*
460070,DBPedia - TFCG,0.008552517987041746,*
460070,DBPedia - FFCG,-0.016912732200903113,*
460070,TFCG - FFCG,0.12341108802729402,*
460071,DBPedia - TFCG,0.008554845813113535,*
460071,DBPedia - FFCG,-0.01691044806233732,*
460071,TFCG - FFCG,0.12341180116259123,*
460072,DBPedia - TFCG,0.008553537323658699,*
460072,DBPedia - FFCG,-0.016911267745537438,*
460072,TFCG - FFCG,0.1234120867411905,*
460073,DBPedia - TFCG,0.008554825112376303,*
460073,DBPedia - FFCG,-0.016909715654905687,*
460073,TFCG - FFCG,0.12341237481556458,*
460074,DBPedia - TFCG,0.008555800683040203,*
460074,DBPedia - FFCG,-0.01691053533362351,*
460074,TFCG - FFCG,0.12341220818094284,*
460075,DBPedia - TFCG,0.00855677624425078,*
460075,DBPedia - FFCG,-0.016906673238705927,*
460075,TFCG - FFCG,0.12341269627466465,*
460076,DBPedia - TFCG,0.008552419532915408,*
460076,DBPedia - FFCG,-0.01691097517105954,*
460076,TFCG - FFCG,0.1234159094422715,*
460077,DBPedia - TFCG,0.008553395101181017,*
460077,DBPedia - FFCG,-0.016907113111072517,*
460077,TFCG - FFCG,0.12341639752368624,*
460078,DBPedia - TFCG,0.008552845211369245,*
460078,DBPedia - FFCG,-0.016909165698582123,*
460078,TFCG - FFCG,0.1234166080847298,*
460079,DBPedia - TFCG,0.008550850286134382,*
460079,DBPedia - FFCG,-0.016907613662268423,*
460079,TFCG - FFCG,0.12341588894734845,*
460080,DBPedia - TFCG,0.008551825847994715,*
460080,DBPedia - FFCG,-0.01690669284454946,*
460080,TFCG - FFCG,0.12341610817092229,*
460081,DBPedia - TFCG,0.008552801400402057,*
460081,DBPedia - FFCG,-0.01690283087961066,*
460081,TFCG - FFCG,0.1234165962598914,*
460082,DBPedia - TFCG,0.008553776943356541,*
460082,DBPedia - FFCG,-0.016903650558108947,*
460082,TFCG - FFCG,0.12341642961693192,*
460083,DBPedia - TFCG,0.008556055029726487,*
460083,DBPedia - FFCG,-0.01690179751401691,*
460083,TFCG - FFCG,0.12341698324698618,*
460084,DBPedia - TFCG,0.008558251450392785,*
460084,DBPedia - FFCG,-0.016901233928166833,*
460084,TFCG - FFCG,0.12341707792883516,*
460085,DBPedia - TFCG,0.008561289175208353,*
460085,DBPedia - FFCG,-0.016898802561424595,*
460085,TFCG - FFCG,0.12341817692445055,*
460086,DBPedia - TFCG,0.008562264657877475,*
460086,DBPedia - FFCG,-0.01690085510788245,*
460086,TFCG - FFCG,0.12341768764600453,*
460087,DBPedia - TFCG,0.008563240131094621,*
460087,DBPedia - FFCG,-0.01689699328209774,*
460087,TFCG - FFCG,0.12341817567945038,*
460088,DBPedia - TFCG,0.008564943482375879,*
460088,DBPedia - FFCG,-0.016901295011489043,*
460088,TFCG - FFCG,0.12341623189528211,*
460089,DBPedia - TFCG,0.00856931015962487,*
460089,DBPedia - FFCG,-0.01689743322063038,*
460089,TFCG - FFCG,0.12341898951322773,*
460090,DBPedia - TFCG,0.008566198118309987,*
460090,DBPedia - FFCG,-0.0168973430622674,*
460090,TFCG - FFCG,0.12341887271494101,*
460091,DBPedia - TFCG,0.00857056474805833,*
460091,DBPedia - FFCG,-0.01689348132805973,*
460091,TFCG - FFCG,0.12342163030537072,*
460092,DBPedia - TFCG,0.008575308622961712,*
460092,DBPedia - FFCG,-0.01689339118937657,*
460092,TFCG - FFCG,0.12342113672879819,*
460093,DBPedia - TFCG,0.008573313725983876,*
460093,DBPedia - FFCG,-0.016892470497039375,*
460093,TFCG - FFCG,0.12342075806432523,*
460094,DBPedia - TFCG,0.00856839913600606,*
460094,DBPedia - FFCG,-0.016896772122999545,*
460094,TFCG - FFCG,0.1234243563386014,*
460095,DBPedia - TFCG,0.00857208957743676,*
460095,DBPedia - FFCG,-0.016897591777389812,*
460095,TFCG - FFCG,0.12342342491176743,*
460096,DBPedia - TFCG,0.00857078115634015,*
460096,DBPedia - FFCG,-0.01689667107763222,*
460096,TFCG - FFCG,0.12342321799383933,*
460097,DBPedia - TFCG,0.008566424819681985,*
460097,DBPedia - FFCG,-0.01689872352513249,*
460097,TFCG - FFCG,0.12342466820317773,*
460098,DBPedia - TFCG,0.008568128073236245,*
460098,DBPedia - FFCG,-0.01689629232075538,*
460098,TFCG - FFCG,0.12342516996103411,*
460099,DBPedia - TFCG,0.008569994910043633,*
460099,DBPedia - FFCG,-0.01689139247132222,*
460099,TFCG - FFCG,0.12342641240492326,*
460100,DBPedia - TFCG,0.008569444999729964,*
460100,DBPedia - FFCG,-0.016889108752583763,*
460100,TFCG - FFCG,0.12342600095064905,*
460101,DBPedia - TFCG,0.008565088752467925,*
460101,DBPedia - FFCG,-0.016893410249807766,*
460101,TFCG - FFCG,0.12342921389031296,*
460102,DBPedia - TFCG,0.008565680065652496,*
460102,DBPedia - FFCG,-0.016894229891783172,*
460102,TFCG - FFCG,0.12342918165196452,*
460103,DBPedia - TFCG,0.00856437171846049,*
460103,DBPedia - FFCG,-0.016890564404110985,*
460103,TFCG - FFCG,0.12342797647160754,*
460104,DBPedia - TFCG,0.008563063383731173,*
460104,DBPedia - FFCG,-0.016893845287600694,*
460104,TFCG - FFCG,0.12342859982629469,*
460105,DBPedia - TFCG,0.008563654698075844,*
460105,DBPedia - FFCG,-0.016889007118124744,*
460105,TFCG - FFCG,0.12342866030406781,*
460106,DBPedia - TFCG,0.008564942232328418,*
460106,DBPedia - FFCG,-0.01689228797748009,*
460106,TFCG - FFCG,0.12342754961689764,*
460107,DBPedia - TFCG,0.008561830463381786,*
460107,DBPedia - FFCG,-0.01688993960068353,*
460107,TFCG - FFCG,0.12342587987855172,*
460108,DBPedia - TFCG,0.008563533657826517,*
460108,DBPedia - FFCG,-0.016889849484580718,*
460108,TFCG - FFCG,0.12342580118028594,*
460109,DBPedia - TFCG,0.008561538968419751,*
460109,DBPedia - FFCG,-0.016890669115188973,*
460109,TFCG - FFCG,0.1234261773446494,*
460110,DBPedia - TFCG,0.008565597919232915,*
460110,DBPedia - FFCG,-0.016890578996368203,*
460110,TFCG - FFCG,0.12342582730733265,*
460111,DBPedia - TFCG,0.008562486206407248,*
460111,DBPedia - FFCG,-0.016891398615826128,*
460111,TFCG - FFCG,0.12342628136113717,*
460112,DBPedia - TFCG,0.008559374521945507,*
460112,DBPedia - FFCG,-0.016895699877340364,*
460112,TFCG - FFCG,0.12342850908068487,*
460113,DBPedia - TFCG,0.008563064691135266,*
460113,DBPedia - FFCG,-0.01689775217184332,*
460113,TFCG - FFCG,0.12342661640965365,*
460114,DBPedia - TFCG,0.008558708741741274,*
460114,DBPedia - FFCG,-0.016901032866634715,*
460114,TFCG - FFCG,0.12342906350902341,*
460115,DBPedia - TFCG,0.008555597118338636,*
460115,DBPedia - FFCG,-0.016905334022384592,*
460115,TFCG - FFCG,0.12343129118677501,*
460116,DBPedia - TFCG,0.008556572487869132,*
460116,DBPedia - FFCG,-0.016906153554247513,*
460116,TFCG - FFCG,0.12343112453889835,*
460117,DBPedia - TFCG,0.008556022684170196,*
460117,DBPedia - FFCG,-0.016908205762006728,*
460117,TFCG - FFCG,0.12343133509958122,*
460118,DBPedia - TFCG,0.008551666849345966,*
460118,DBPedia - FFCG,-0.016911486347259707,*
460118,TFCG - FFCG,0.12343378214523672,*
460119,DBPedia - TFCG,0.008555356951426424,*
460119,DBPedia - FFCG,-0.01691353851130067,*
460119,TFCG - FFCG,0.12343188951340657,*
460120,DBPedia - TFCG,0.008552245416750546,*
460120,DBPedia - FFCG,-0.016916819041498374,*
460120,TFCG - FFCG,0.12343367198782626,*
460121,DBPedia - TFCG,0.008550250892989539,*
460121,DBPedia - FFCG,-0.01691763850104372,*
460121,TFCG - FFCG,0.12343404811837735,*
460122,DBPedia - TFCG,0.008547139410443825,*
460122,DBPedia - FFCG,-0.016914487980941376,*
460122,TFCG - FFCG,0.12343181887805121,*
460123,DBPedia - TFCG,0.008548426920710292,*
460123,DBPedia - FFCG,-0.016918788911903657,*
460123,TFCG - FFCG,0.12343024074461909,*
460124,DBPedia - TFCG,0.00854711878464892,*
460124,DBPedia - FFCG,-0.016922069355724764,*
460124,TFCG - FFCG,0.12343086404617523,*
460125,DBPedia - TFCG,0.00854882191335736,*
460125,DBPedia - FFCG,-0.016920517591830515,*
460125,TFCG - FFCG,0.12343119930241099,*
460126,DBPedia - TFCG,0.00855305829382659,*
460126,DBPedia - FFCG,-0.016924818432962004,*
460126,TFCG - FFCG,0.12342701911156706,*
460127,DBPedia - TFCG,0.008549946872728064,*
460127,DBPedia - FFCG,-0.016928098802091132,*
460127,TFCG - FFCG,0.12342880154575667,*
460128,DBPedia - TFCG,0.00854683547998897,*
460128,DBPedia - FFCG,-0.016924531271971098,*
460128,TFCG - FFCG,0.1234263312928878,*
460129,DBPedia - TFCG,0.008545527382267543,*
460129,DBPedia - FFCG,-0.016926583278006106,*
460129,TFCG - FFCG,0.12342683046372073,*
460130,DBPedia - TFCG,0.008549331904110093,*
460130,DBPedia - FFCG,-0.016925364091475367,*
460130,TFCG - FFCG,0.12342739988672355,*
460131,DBPedia - TFCG,0.008548023807085695,*
460131,DBPedia - FFCG,-0.016929664807327858,*
460131,TFCG - FFCG,0.12342806328151744,*
460132,DBPedia - TFCG,0.008552174098533125,*
460132,DBPedia - FFCG,-0.016929101211470836,*
460132,TFCG - FFCG,0.123428077308998,*
460133,DBPedia - TFCG,0.008547818591208666,*
460133,DBPedia - FFCG,-0.016932381466731605,*
460133,TFCG - FFCG,0.12343052424557042,*
460134,DBPedia - TFCG,0.008546510520068577,*
460134,DBPedia - FFCG,-0.016931162275006045,*
460134,TFCG - FFCG,0.12343020319771507,*
460135,DBPedia - TFCG,0.008550995332515405,*
460135,DBPedia - FFCG,-0.01693059867981924,*
460135,TFCG - FFCG,0.12343016595742275,*
460136,DBPedia - TFCG,0.008554133779888949,*
460136,DBPedia - FFCG,-0.016929677991596864,*
460136,TFCG - FFCG,0.12343040229050942,*
460137,DBPedia - TFCG,0.008549778347032033,*
460137,DBPedia - FFCG,-0.01693295818118174,*
460137,TFCG - FFCG,0.12343284920092092,*
460138,DBPedia - TFCG,0.00855106575167773,*
460138,DBPedia - FFCG,-0.01693725871743502,*
460138,TFCG - FFCG,0.12343127112949899,*
460139,DBPedia - TFCG,0.008549757696376835,*
460139,DBPedia - FFCG,-0.016940538841260212,*
460139,TFCG - FFCG,0.12343189439259382,*
460140,DBPedia - TFCG,0.008551045088737204,*
460140,DBPedia - FFCG,-0.016942590665482222,*
460140,TFCG - FFCG,0.12343122448501448,*
460141,DBPedia - TFCG,0.008550495372840042,*
460141,DBPedia - FFCG,-0.016945870734264533,*
460141,TFCG - FFCG,0.1234313680107786,*
460142,DBPedia - TFCG,0.008546140060424161,*
460142,DBPedia - FFCG,-0.016949150772737346,*
460142,TFCG - FFCG,0.1234338148619327,*
460143,DBPedia - TFCG,0.008541784788721297,*
460143,DBPedia - FFCG,-0.0169459186672674,*
460143,TFCG - FFCG,0.12343068761164691,*
460144,DBPedia - TFCG,0.008542376094096228,*
460144,DBPedia - FFCG,-0.016946737901372213,*
460144,TFCG - FFCG,0.12343065542579669,*
460145,DBPedia - TFCG,0.008541826429150466,*
460145,DBPedia - FFCG,-0.01695001788927629,*
460145,TFCG - FFCG,0.12343079894838237,*
460146,DBPedia - TFCG,0.008539832190876185,*
460146,DBPedia - FFCG,-0.01694564509807674,*
460146,TFCG - FFCG,0.12342877945491061,*
460147,DBPedia - TFCG,0.008535477030820346,*
460147,DBPedia - FFCG,-0.016947696830664428,*
460147,TFCG - FFCG,0.12343022936787754,*
460148,DBPedia - TFCG,0.008536764443204371,*
460148,DBPedia - FFCG,-0.01694974854427898,*
460148,TFCG - FFCG,0.12342955948197906,*
460149,DBPedia - TFCG,0.008534770257175356,*
460149,DBPedia - FFCG,-0.01694965815657749,*
460149,TFCG - FFCG,0.12342956928152508,*
460150,DBPedia - TFCG,0.008534220640794545,*
460150,DBPedia - FFCG,-0.01694909451076185,*
460150,TFCG - FFCG,0.12342957649952091,*
460151,DBPedia - TFCG,0.008536633546368452,*
460151,DBPedia - FFCG,-0.016949913702683696,*
460151,TFCG - FFCG,0.12342894826722725,*
460152,DBPedia - TFCG,0.008536083926462414,*
460152,DBPedia - FFCG,-0.016945597145075837,*
460152,TFCG - FFCG,0.12342815348151512,*
460153,DBPedia - TFCG,0.008531728907880214,*
460153,DBPedia - FFCG,-0.016946416345269378,*
460153,TFCG - FFCG,0.12342856914496822,*
460154,DBPedia - TFCG,0.008527373930006492,*
460154,DBPedia - FFCG,-0.016948468006181872,*
460154,TFCG - FFCG,0.12343001904956881,*
460155,DBPedia - TFCG,0.00852894840554087,*
460155,DBPedia - FFCG,-0.016949287185466167,*
460155,TFCG - FFCG,0.12342963983850398,*
460156,DBPedia - TFCG,0.008529539738294034,*
460156,DBPedia - FFCG,-0.016946504752372644,*
460156,TFCG - FFCG,0.12342981485742792,*
460157,DBPedia - TFCG,0.008532677976713372,*
460157,DBPedia - FFCG,-0.01694228158961358,*
460157,TFCG - FFCG,0.12343184940069632,*
460158,DBPedia - TFCG,0.00853212839091341,*
460158,DBPedia - FFCG,-0.0169443332303214,*
460158,TFCG - FFCG,0.12343205995845938,*
460159,DBPedia - TFCG,0.008536870938781567,*
460159,DBPedia - FFCG,-0.01694132852452019,*
460159,TFCG - FFCG,0.12343426175926925,*
460160,DBPedia - TFCG,0.008539478270901615,*
460160,DBPedia - FFCG,-0.016941238180958586,*
460160,TFCG - FFCG,0.12343406101237521,*
460161,DBPedia - TFCG,0.00854006953875791,*
460161,DBPedia - FFCG,-0.01694205736969525,*
460161,TFCG - FFCG,0.12343402881738598,*
460162,DBPedia - TFCG,0.008535714689221428,*
460162,DBPedia - FFCG,-0.0169441089723667,*
460162,TFCG - FFCG,0.12343547870120532,*
460163,DBPedia - TFCG,0.008531359880390374,*
460163,DBPedia - FFCG,-0.016948408947127167,*
460163,TFCG - FFCG,0.12343869113545396,*
460164,DBPedia - TFCG,0.008529365861958075,*
460164,DBPedia - FFCG,-0.016952708881272385,*
460164,TFCG - FFCG,0.123439952824141,*
460165,DBPedia - TFCG,0.008526255109715471,*
460165,DBPedia - FFCG,-0.01695352800147587,*
460165,TFCG - FFCG,0.12344040671940375,*
460166,DBPedia - TFCG,0.008523144385822135,*
460166,DBPedia - FFCG,-0.01695782787119446,*
460166,TFCG - FFCG,0.12344263402081397,*
460167,DBPedia - TFCG,0.00852003369027767,*
460167,DBPedia - FFCG,-0.016958646960024314,*
460167,TFCG - FFCG,0.12344308790108592,*
460168,DBPedia - TFCG,0.00851948418931263,*
460168,DBPedia - FFCG,-0.01696069842806616,*
460168,TFCG - FFCG,0.12344329843324627,*
460169,DBPedia - TFCG,0.008517490272945544,*
460169,DBPedia - FFCG,-0.01696397797845526,*
460169,TFCG - FFCG,0.12344436678244707,*
460170,DBPedia - TFCG,0.008519193180188216,*
460170,DBPedia - FFCG,-0.016961547275276025,*
460170,TFCG - FFCG,0.12344486854128277,*
460171,DBPedia - TFCG,0.008521388868268325,*
460171,DBPedia - FFCG,-0.016963598700748036,*
460171,TFCG - FFCG,0.12344378998047531,*
460172,DBPedia - TFCG,0.008519394971669751,*
460172,DBPedia - FFCG,-0.01696441774345415,*
460172,TFCG - FFCG,0.12344416598172148,*
460173,DBPedia - TFCG,0.008518845486674444,*
460173,DBPedia - FFCG,-0.016963497049046934,*
460173,TFCG - FFCG,0.1234441238931715,*
460174,DBPedia - TFCG,0.00851685162086257,*
460174,DBPedia - FFCG,-0.01696554843646471,*
460174,TFCG - FFCG,0.12344488098627919,*
460175,DBPedia - TFCG,0.008516302152952526,*
460175,DBPedia - FFCG,-0.016968827871515463,*
460175,TFCG - FFCG,0.12344502442960331,*
460176,DBPedia - TFCG,0.008511947700400346,*
460176,DBPedia - FFCG,-0.01696639721278222,*
460176,TFCG - FFCG,0.1234426005852841,*
460177,DBPedia - TFCG,0.008516689942669839,*
460177,DBPedia - FFCG,-0.016962370871551155,*
460177,TFCG - FFCG,0.12344573278785982,*
460178,DBPedia - TFCG,0.008513579438233696,*
460178,DBPedia - FFCG,-0.016965650273830298,*
460178,TFCG - FFCG,0.12344751490495978,*
460179,DBPedia - TFCG,0.008510468962143108,*
460179,DBPedia - FFCG,-0.01696646927945097,*
460179,TFCG - FFCG,0.12344796869993975,*
460180,DBPedia - TFCG,0.008513407314346492,*
460180,DBPedia - FFCG,-0.01696215320823719,*
460180,TFCG - FFCG,0.1234498982803733,*
460181,DBPedia - TFCG,0.008512099696682287,*
460181,DBPedia - FFCG,-0.016965432564963807,*
460181,TFCG - FFCG,0.12345052139718245,*
460182,DBPedia - TFCG,0.00851010593770448,*
460182,DBPedia - FFCG,-0.016968711891392173,*
460182,TFCG - FFCG,0.12345158967528294,*
460183,DBPedia - TFCG,0.00851069728420097,*
460183,DBPedia - FFCG,-0.01696403976112257,*
460183,TFCG - FFCG,0.123451659691327,*
460184,DBPedia - TFCG,0.008508703550801288,*
460184,DBPedia - FFCG,-0.016963949317371663,*
460184,TFCG - FFCG,0.12345166945608306,*
460185,DBPedia - TFCG,0.008505593185240912,*
460185,DBPedia - FFCG,-0.016963385692972545,*
460185,TFCG - FFCG,0.12345123374379306,*
